6455666717,24580294741,81280630842
8400870139,24283866133,91262708040
8457384647,24463163029,91476814048
5194989720,7223501964,91585756397
7291922770,18639659875,85741829711
6474627695,14147194743,81427673083
8400870139,24283866133,91262708040
8334365641,5227336216,73366107197
8500699811,24607358774,84351601233
149057709,431013275,4062607720
4758314941,6060819362,73357774628
8457371587,24463129621,91476781274
4758314941,6060819362,73357774628
4758314941,6060819353,73357774594
8512934606,24642995979,91653750199
8336450993,23281817274,90314111565
8457384647,24463163029,91476814048
4758314941,6060819362,73357774628
8457371587,24463129621,91476781274
4762775710,6069420858,73366107207
4758314941,6060819359,73357774613
8500699811,24607358774,84351601233
8336450993,23281817274,90314111565
8400870139,24283866133,91262708040
8203140385,23520481465,90270313476
8457371587,24463129621,91476781274
149057709,431013275,4062607720
4758314941,6060819362,73357774628
4758314941,6060819353,73357774594
8400870139,24283866133,91262708040
4758314941,6060819362,73357774628
8400870139,24283866133,91262708040
8487334674,24563605729,91575756599
8203140385,23520481465,90270313476
149057709,431013275,4062607720
8457384647,24463163029,91476814048
8457371587,24463129621,91476781274
8457384647,24463163029,91476814048
8457384647,24463163029,91476814048
8044261607,22535830702,89577900761
8457371587,24463129621,91476781274
8500699811,24607358774,84351601233
4758314941,6060819362,73357774628
8334365641,5227336216,73366107197
8457371587,24463129621,91476781274
8457384647,24463163029,91476814048
4758314941,6060819353,73357774594
8334365641,5227336216,73366107197
4758314941,6060819362,73357774628
149057709,431013275,4062607720
8400870139,24283866133,91262708040
8457371587,24463129621,91476781274
4758314941,6060819362,73357774628
8457371587,24463129621,91476781274
4758314941,6060819359,73357774613
8400870139,24283866133,91262708040
4758314941,6060819359,73357774613
4758314941,6060819362,73357774628
8400870139,24283866133,91262708040
8500699811,24607358774,84351601233
4762775710,6069420858,73366107207
6455666717,24580294741,81280630842
8334365641,5227336216,73366107197
149057709,431013275,4062607720
4758314941,6060819362,73357774628
4762775710,6069420858,73366107207
4758314941,6060819353,73357774594
8457371587,24463129621,91476781274
8417049978,24341681729,91357168349
4758314941,6060819353,73357774594
4758314941,6060819362,73357774628
8203140385,23520481465,90270313476
8417049978,24341681729,91357168349
149057709,431013275,4062607720
8487334674,24563605729,91575756599
7883060042,21563418280,88615751054
7865735176,21432666820,88487448419
8405257721,24645576039,91656294264
8096697125,22892201494,89926760059
8422882272,24364502163,91379799471
8178380359,23376964081,90407066020
8491153064,24575115031,84644511679
8200251558,23503630408,90530051702
8500384722,24606440984,91617838232
8492240596,24576173529,91588030463
8464918421,24491128166,91504367043
8096697125,22892201496,89926760069
7883060042,21563418280,88615751054
8304195735,24036854905,91057170962
8304195735,23956677167,90978268758
8096697125,22892201494,89926760059
4576788945,5601879544,72901119542
8491521269,24575502756,91587383069
7209663495,18241990177,87766565541
8513691534,24645559894,91656278630
8405257721,24299144479,86054511147
8513686546,24645542799,91656261931
8008624552,22333961974,89379246412
8422704400,24386020377,91401057703
8358880069,24155111979,91173776997
8358880069,24155111977,91173776983
8493475174,24579329741,91591127722
8509524356,24630811529,91641840376
8059998229,22637184112,89678159554
7281971088,18593704360,82478494284
8356358342,24145656014,91164481324
8447940345,24438541652,91436138024
8367347937,24176776996,91548253363
8396600859,24270180711,91286701457
8438761391,24408258812,91422960224
8491521151,24575502650,91587382989
8491521151,24631793781,91642802847
8096697125,22892201494,89926760059
8304195735,24036856273,91057172177
8304195735,23956677167,90978268758
4576788945,5601879544,72901119542
8493475174,24579318530,91591116708
8327929335,23743049317,89925393959
8493475174,24579329741,91591127722
8255539631,23773996937,90798237037
