8288532909,21870104487,88918264120
5509374842,8583208031,82798543213
8053826825,22599359877,89641023398
8053826825,22599394921,89641058349
6988172594,17094437293,79852117141
8181287178,24566552012,90132871166
8200319620,23503921222,90530339160
8288532909,21870104487,88918264120
7709124985,20660136305,87732914438
8475262205,24526083115,91538750491
6974142440,17018414865,84194071640
8512446638,24641225140,91652016109
7339701133,18861899512,91676903143
8266293414,23799896085,90823827268
8384771524,24233092785,91250260334
8448129491,24439235375,91453321362
8512446638,24641225140,91652016109
306212938,14153253497,81399741742
8145131790,23156165199,90188975762
1635000010,2788595404,70778312289
7816091843,21215191158,88276264587
8401552577,24286123808,91302376988
8333618790,23742766916,90767356231
6102227319,11442551938,78718028722
7085409859,17641630203,84807253064
8351233036,24126943554,91146001424
8512423037,24641156238,91652025516
8321192770,24017962674,91038552048
8011208276,22351041201,89396156760
6988172594,17094437293,79852117141
254139542,798690030,5028795078
7953610937,21964312501,89012042802
8351233036,24126943556,91146001431
8469273662,24502922648,91515968072
7953610937,21964312505,89012042827
8288532909,21870104487,88918264120
7667602868,20445355445,90996702132
8512423037,24641156238,91652025516
8333618790,23742766916,90767356231
8351233036,24126943554,91146001424
8464818306,24490818014,91504064738
7912980481,21718138023,88767407657
