8134858743,23106583720,90139876147
8499197476,24601866870,91613341671
8463674028,24486820892,91500140542
8463674028,24486820892,91500140542
8519433289,24666058137,91676417907
8519427290,24666028463,91676387908
8519881641,24667748988,91678074259
8474191068,24521222011,85476909006
7944871802,23884570084,88949048347
8130635432,23089300347,90122749652
8463674028,24486820892,91500140542
8514145142,24647211235,91657881702
8412657130,24325532246,90271026178
7944871802,23884570084,88949048347
8130635432,23089300347,90122749652
1494997773,2567435491,70559853494
8130635432,23089300347,90122749652
7330454803,18818691351,85949072178
7944871802,23884570084,88949048347
8134858743,23106583720,90139876147
8130635432,23089300347,90122749652
7944871802,23884570084,88949048347
8499197476,24601866870,91613341671
8134858743,23106583720,90139876147
8134858743,23106583720,90139876147
8457575515,24463713915,91477355653
8498327513,24598450945,91609983926
8497115864,24593401132,91605026787
8435998009,24398290132,91413156049
8523613365,24677633580,91687488299
8116084150,23009669082,90043515722
8503370197,24614633250,91625863057
8435998009,24398290132,91413156049
8457611480,24463855492,91477492518
8254988697,23771583833,90795860846
1494997773,2567435491,70559853494
8408906009,24311747266,91327600583
8130635432,23089300347,90122749652
7944871802,23884570084,88949048347
8130635432,23089300347,90122749652
8134858743,23106583720,90139876147
7970110196,22070664478,89117753434
8514145142,24647211239,91657881719
7970184187,22071001504,89118086944
8134858743,23106583720,90139876147
8501355442,24618207467,91629365222
8514145142,24647211231,91657881688
7970184187,22071001504,89118086944
8514145142,24647211234,91657881696
8130635432,23089300347,90122749652
8134858743,23106583720,90139876147
7694111781,20582735823,87657836891
8130635432,23089300347,90122749652
8130635432,23089300347,90122749652
8134858743,23106583720,90139876147
8523613365,24677633580,91687488299
8134858743,23106583720,90139876147
8130635432,23089300347,90122749652
8134858743,23106583720,90139876147
8463674028,24486820892,91500140542
8134858743,23106583720,90139876147
8130635432,23089300347,90122749652
8130635432,23089300347,90122749652
7944871802,23884570084,88949048347
8037380074,22491844506,89534040307
8489008884,24569580457,91581577995
8463674028,24486820892,91500140542
8130635432,23089300347,90122749652
8134858743,23106583720,90139876147
8134858743,23106583720,90139876147
8514145142,24647211229,91657881677
7970110196,22070664478,89117753434
8514145142,24647211229,91657881677
8134858743,23106583720,90139876147
8130635432,23089300347,90122749652
7970184187,22071001504,89118086944
8254988697,23771583833,90795860846
8523613365,24677633582,91687488303
8130635432,23089300347,90122749652
7970184187,22071001504,89118086944
8134858743,23106583720,90139876147
8130635432,23089300347,90122749652
8457611480,24463855492,91477492518
8130635432,23089300347,90122749652
8501355442,24618207467,91629365222
8134858743,23106583720,90139876147
8523543898,24677330701,88791502493
8130635432,23089300347,90122749652
8523543898,24677330705,88791502473
8134858743,23106583720,90139876147
8523613365,24677633580,91687488299
8130635432,23089300347,90122749652
8134858743,23106583720,90139876147
8499197476,24601866870,91613341671
7944871802,23884570084,88949048347
8498058140,24597337941,91567508366
8130635432,23089300347,90122749652
8523543898,24677330705,88791502473
8134858743,23106583720,90139876147
8523613365,24677633580,91687488299
8463674028,24486820892,91500140542
8463674028,24486820892,91500140542
8130635432,23089300347,90122749652
7944871802,23884570084,88949048347
8498058140,24597337936,91567508393
8502611398,24613968728,91557118446
8499197476,24601866870,91613341671
8501355442,24618207467,91629365222
8501355442,24609622894,91620945909
7944871802,23884570084,88949048347
8499197476,24601866870,91613341671
8445651615,24431898737,91446063799
8134858743,23106583720,90139876147
8130635432,23089300347,90122749652
7970184187,22071001504,89118086944
8444786663,24429109902,91443356508
8130635432,23089300347,90122749652
8444786663,24429109902,91443356508
7944871802,23884570084,88949048347
8499197476,24601866870,91613341671
